#Amharic Name	Latin Transcription	Alternative Amharic Spelling
ጌዴዎን	Gédéwon	
ጌዴዮን	Gédéyon	
ጌዶ	Gédo	
ጌጃ	Géjja	
ጌጡ	Géṭu	
ጌጣ ጌጥ	Géṭa-Géṭ	
ጌጤ	Géṭé	
ጌጤ ነሽ	GéṭéNäš	
ጌጥ	Géṭ	
ግለ ሂስ	Gellä-His	
ግለኛ	Gelläñña	
ግሉዝ	Ge'uz	
ግላ ነህ	GälaNäh	
ግላ ነሽ	GälaNäš	
ግላስ	Gelas	
ግላዊ	Gellawi	
ግል	Gell	
ግል ሰብ	Gellä-Säb	
ግልበጣ	Gelbäṭa	
ግልቢያ	Gelbiya	
ግልባጭ	Gelebbač̣	
ግልብ	Gelb	
ግልድም	Geldem	
ግልገል	Gelgäl	
ግልጽ	Gelṣ	
ግመል	Gemäl	
ግመሬ	Gemärré	
ግማሽ	Gemmaš	
ግማደ	Gemmadä-	
ግሜ	Gemé	
ግምል	Gemmel	
ግምበኛ	Gembäñña	
ግምባር	Gembar	
ግምት	Gemmet	
ግምጃ	Gemja	
ግምገማ	Gemgäma	
ግረት	Gerät	
ግሩም	Gerum	
ግራ	Gera	
ግራር	Gerar	
ግራኝ	Geraññ	
ግራዋ	Gerawwa	
ግራዝማች	Gerazmač	
ግራጫ	Gerač̣č̣a	
ግርማ	Germa	
ግርማ ሁን	GermaHun	
ግርማቸው	Germaččäw	
ግርማዊ	Germawi	
ግርማዊት	Germawit	
ግርማው	Germaw	
ግርማዬ	Germayé	
ግርማይ	Germay	
ግርምቢጥ	Germbiṭ	
ግርድፍ	Gerdef	
ግርዶሽ	Gerdoš	
ግርጌ	Ger-gé	
ግርግም	Gergem	
ግርግር	Gerregerr	
ግርግዳ	Gergedda	
ግርፊያ	Gerfiya	
ግርፋት	Gerrefat	
ግሰሰው	Gässäsäw	
ግስ	Gess	
ግስላ	Gessella	
ግስንግስ	Gesenges	
ግስጋሴ	Geseggasé	
ግሼ	Geššé	
ግሼን	Gešén	
ግሽጣ	Gešṭa	
ግቢ	Gebbi	
ግባተ መሬት	Geb'ätä-Märét	
ግብ	Geb	
ግብረ ሰዶም	Gebrä-Sädom	
ግብረ ስዶም	Gebrä-Sädom	
ግብረ ስጋ	Gebrä-Sega	
ግብረ በላ	Gebrä-Bälla	
ግብረ አበር	Gebrä-Äbbär	
ግብረ አበሮች	Gebrä-Äbbäročč	
ግብረ ጉንዳን	Gebrä-Gundan	
ግብረቱ	Gebrätu	
ግብር	Gebr	
ግብር	Geber	
ግብርና	Gebrenna	
ግብታዊ	Gebtawi	
ግብታዊነት	Gebtawinnät	
ግብአተ መሬት	Geb'ätä-Märét	
ግብዘና	Gebzenna	
ግብዝ	Gebbez	
ግብዝነት	Gebbezennät	
ግብዝና	Gebzenna	
ግብዣ	Gebz̃a	
ግብጦ	Gebṭo	
ግተት	Gettät	
ግትልትል	Geteltel	
ግትር	Getter	
ግትቻ	Getečča	
ግቻ	Gečča	
ግች	Gečč	
ግንባር	Genbar	
ግንብ	Genb	
ግንቦት	Genbot	
ግንኙነት	Geneññunnät	
ግንዘት	Genzät	
ግንደ በላ	Gendä-Bäll	
ግንደ በል	Gendä-Bäll	
ግንደ በረት	Gendä-Bärät	
ግንድ	Gend	
ግንጭል	Genč̣el	
ግኡዝ	Ge'uz	
ግእዝ	Ge'ez	
ግዛት	Gezat	
ግዛቸው	Gezaččäw	
ግዛው	Gezaw	
ግዝረት	Gezrät	
ግዝት	Gezzet	
ግዞተኛ	Gezotäñña	
ግዞት	Gezot	
ግዥ	Gez̃z̃	
ግዮን	Geyon	
ግደይ	Gedäy	
ግዳይ	Gedday	
ግዳጅ	Geddaj	
ግዴ	Geddé	
ግዴለሽ	Geddélläš	
ግዴሳ	Geddéssa	
ግዴታ	Geddéta	
ግድንግድ	Gedenged	
ግድያ	Gedeyya	
ግድግዳ	Gedgedda	
ግድፈት	Gedfät	
ግገን	Geggän	
ግግ	Gegg	
ግጥሚያ	Geṭmiya	
ግጦሽ	Geṭoš	
ግጫ	Geč̣č̣a	
ግጭት	Geč̣č̣et	
ግጻዌ	Geṣṣawé	
ግፈኛ	Gefäñña	
ግፊት	Geffit	
ግፍልፍል	Gefelfel	
ጐህ	Goh	
ጐለሻ	Goläšša	
ጐላ	Golla	
ጐላሽ	Goläšša	
ጐልማሳ	Golmassa	
ጐልማሶች	Golmassočč	
ጐልያድ	Goleyad	
ጐልጐታ	Golegota	
ጐመን	Gommän	
ጐመድ	Gomäd	
ጐማ	Gomma	
ጐማዳ	Gomada	
ጐረምሳ	Gorämsa	
ጐረቤት	Goräbét	
ጐረዶማን	Gorädoman	
ጐረጐማ	Gorägoma	
ጐራ	Gora	
ጐራው	Goraw	
ጐሬ	Goré	
ጐርምጥ	Gormeṭ	
ጐርባጣ	Gorbaṭṭa	
ጐርናና	Gornanna	
ጐርጐራ	Gorgora	
ጐርጐርዮስ	Gorgoreyos	
ጐርፉ	Gorfu	
ጐርፍ	Gorf	
ጐርፍ ነህ	GorfNäh	
ጐርፍነህ	GorfNäh	
ጐሮ	Goro	
ጐሮዶማን	Gorodoman	
ጐሳ	Gosa	
ጐሳዬ	Gosayé	
ጐስሜ	Gossemé	
ጐስቋላ	Gosqʷlla	
ጐሹ	Goššu	
ጐሽ	Gošš	
ጐሽዬ	Goššeyyé	
ጐበና	Gobäna	
ጐበኛ	Gobäñña	
ጐበዜ	Gobäzé	
ጐበዝ	Gobäz	
ጐባ	Gobba	
ጐባን	Gobban	
ጐባጣ	Gobaṭa	
ጐቤ	Gobé	
ጐብዬ	Gobbeyyé	
ጐተራ	Gotära	
ጐቸራ	Gočära	
ጐናፍር	Gonafer	
ጐንቾ	Gončo	
ጐንደሬ	Gondäré	
ጐንደር	Gondär	
ጐንፋ	Gonfa	
ጐኜ	Goññé	
ጐይትኦም	Goyte'om	
ጐይቶም	Goytom	
ጐደሎ	Godälo	
ጐዳና	Godana	
ጐዳዳ	Godada	
ጐጃሜ	Gojjamé	
ጐጃም	Gojjam	
ጐጆ	Gojjo	
ጐጣጉጥ	Goṭaguṭ	
ጐጣጐጥ	Goṭaguṭ	
ጐፈሬ	Gofäré	
ጐፈር	Gofär	
ጓል	Gʷl	
ጓሮ	Gʷro	
ጓሳ	Gʷssa	
ጓደኛ	Gʷddäñña	
ጓዱ	Gʷddu	
ጓዴ	Gʷddé	
ጓድ	Gʷdd	
ጓዶች	Gʷddočč	
ጓጉንቸር	Gʷgunčär	
ጠለለ	Ṭällälä	
ጠለለች	Ṭälläläčč	
ጠለላ	Ṭäläla	
ጠላ	Ṭälla	
ጠላት	Ṭälat	
ጠላፊ	Ṭälafi	
ጠልሰም	Ṭälsäm	
ጠመኔ	Ṭämäné	
ጠመንጃ	Ṭämänja	
ጠመዝማዛ	Ṭämäzmazza	
ጠመዥ	Ṭämäz̃	
ጠማማ	Ṭämama	
ጠረን	Ṭärän	
ጠረጴዛ	Ṭäräp̣p̣éza	
ጠረፍ	Ṭäräf	
ጠራራ	Ṭärara	
ጠርሙስ	Ṭärmus	
ጠርዝ	Ṭärz	
ጠቅላላ	Ṭäqlalla	
ጠቅላይ	Ṭäqlay	
ጠቋሚ	Ṭäqqʷmi	
ጠቋር	Ṭäqʷr	
ጠበል	Ṭäbäl	
ጠበቃ	Ṭäbäqa	
ጠበቆች	Ṭäbäqočč	
ጠበብት	Ṭäbbäbt	
ጠቢቡ	Ṭäbibu	
ጠቢባን	Ṭäbiban	
ጠቢብ	Ṭäbib	
ጠባባት	Ṭäbbabat	
ጠባብ	Ṭäbbab	
ጠባይ	Ṭäbay	
ጠብቃቸው	Ṭäbbeqaččäw	
ጠብቄ	Ṭäbbeqé	
ጠብቆች	Ṭäbäqočč	
ጠብታ	Ṭäbbeta	
ጠብደል	Ṭäbdäl	
ጠቦት	Ṭäbbot	
ጠና	Ṭänna	
ጠኔ	Ṭänné	
ጠንቀኛ	Ṭänqäñña	
ጠንቃቃ	Ṭänqaqqa	
ጠንቅ	Ṭänq	
ጠንቋይ	Ṭänqʷy	
ጠንበለል	Ṭänbäläl	
ጠንካራ	Ṭänkarra	
ጠንክራ	Ṭänkarra	
ጠንክር	Ṭänker	
ጠንፌ	Ṭänfé	
ጠንፍ የለሽ	ṬänfYälläš	
ጠንፍ ያለሽ	ṬänfYälläš	
ጠውላጋ	Ṭäwlagga	
ጠይቅ	Ṭäyyeq	
ጠይብ	Ṭäyeb	
ጠዲቅ	Ṭädiq	
ጠጂቱ	Ṭäjjitu	
ጠጄ	Ṭäjjé	
ጠጅ	Ṭäjj	
ጠገራ	Ṭägära	
ጠገናው	Ṭägänaw	
ጠገኔ	Ṭägäné	
ጠገግ	Ṭägäg	
ጠጋኝ	Ṭäggañ	
ጠጭ	Ṭäč̣č̣	
ጠፈር	Ṭäfär	
ጠፍ	Ṭäf	
ጠፍጣፋ	Ṭäfṭaffa	
ጡሃር	Ṭuhar	
ጡሉ	Ṭullé	
ጡሌ	Ṭullé	
ጡረታ	Ṭuräta	
ጡብ	Ṭub	
ጡት	Ṭut	
ጡንቻ	Ṭunčča	
ጡዝ	Ṭuz	
ጡጫ	Ṭuč̣č̣a	
ጡፋ	Ṭufa	
ጢም	Ṭim	
ጢሞቴዎስ	Ṭimotéwos	
ጢሮስ	Ṭiros	
ጢሰኛ	Ṭisäñña	
ጢስ	Ṭis	
ጢቆ	Ṭiqqo	
ጢብኛ	Ṭibbeñña	
ጢቾ	Ṭiččo	
ጢነኛ	Ṭinäñña	
ጢኖ	Ṭinno	
ጣሂም	Ṭahim	
ጣሂር	Ṭahir	
ጣሃ	Ṭaha	
ጣሃር	Ṭahar	
ጣልቃ	Ṭalqa	
ጣምራ	Ṭamra	
ጣረ ሞት	Ṭarä-Mot	
ጣራ	Ṭara	
ጣሰው	Ṭasäw	
ጣቃ	Ṭaqa	
ጣቢታ	Ṭabita	
ጣቢያ	Ṭabiya	
ጣባ	Ṭaba	
ጣት	Ṭat	
ጣና	Ṭana	
ጣእመ	Ṭa'emä	
ጣእሙ	Ṭa'emu	
ጣኦት	Ṭa'ot	
ጣውንት	Ṭawent	
ጣዝማ	Ṭazma	
ጣይቱ	Ṭaytu	
ጣጣቴ	Ṭaṭaté	
ጣፈጠ	Ṭaffäṭä	
ጣፊያ	Ṭaffiya	
ጣፋጭ	Ṭafač̣	
ጣፍያ	Ṭaffeya	
ጤነኛ	Ṭénäñña	
ጤና	Ṭéna	
ጤና አዳም	ṬénaÄddam	
ጤናዬ	Ṭénayé	
ጤናዳም	Ṭénaddam	
ጤዛ	Ṭéza	
ጤፍ	Ṭéf	
ጥህሎ	Ṭehelo	
ጥላ ሁን	ṬelaHun	
ጥላ ሸት	ṬelaŠät	
ጥላቻ	Ṭelačča	
ጥላዬ	Ṭelayé	
ጥልቀት	Ṭelqät	
ጥልቆ	Ṭelleqqo	
ጥልጣል	Ṭelṭal	
ጥልፍ	Ṭelf	
ጥሎሽ	Ṭeloš	
ጥሙጋ	Ṭemmugga	
ጥምቀት	Ṭemqät	
ጥሞና	Ṭemmona	
ጥረሾ	Ṭeräššo	
ጥሩ	Ṭeru	
ጥሩ ነህ	Ṭeru Näh	
ጥሩ ነሽ	Ṭeru Näš	
ጥሩ ንህ	ṬeruNäh	
ጥሩ ንሽ	ṬeruNäš	
ጥሩምባ	Ṭerumbba	
ጥሪ	Ṭerri	
ጥሪት	Ṭerit	
ጥራ ጥሬ	Ṭera-Ṭeré	
ጥራት	Ṭerat	
ጥራዝ	Ṭeraz	
ጥራዞች	Ṭerazočč	
ጥሬ	Ṭeré	
ጥር	Ṭerr	
ጥርኝ	Ṭereññ	
ጥርጊያ	Ṭergiya	
ጥርጣሬ	Ṭereṭṭaré	
ጥሻ	Ṭeša	
ጥቀ ሄር	Ṭeqqä-Hér	
ጥቀሄር	Ṭeqqä-Hér	
ጥቀርሻ	Ṭeqärša	
ጥቁር	Ṭequr	
ጥቃቅን	Ṭeqaqqen	
ጥቅል	Ṭeqell	
ጥቅምት	Ṭeqemt	
ጥቅስ	Ṭeqs	
ጥቅሻ	Ṭeqša	
ጥቋር	Ṭäqʷr	
ጥበቃ	Ṭebbäqa	
ጥበበ	Ṭebäbä	
ጥበበኛ	Ṭebäbäñña	
ጥበቡ	Ṭebäbu	
ጥበብ	Ṭebäb	
ጥባባኛ	Ṭebäbäñña	
ጥብቆ	Ṭebbeqqo	
ጥብኛ	Ṭebbeñña	
ጥብጣብ	Ṭebṭab	
ጥናት	Ṭenat	
ጥንስስ	Ṭenses	
ጥንቁቅ	Ṭenquq	
ጥንቅሽ	Ṭenqešš	
ጥንታዊ	Ṭentawi	
ጥንት	Ṭent	
ጥንቸል	Ṭenčäl	
ጥንዚዛ	Ṭenzizza	
ጥንድ	Ṭend	
ጥንጁት	Ṭenjut	
ጥንግ	Ṭeng	
ጥኡመ	Ṭe'unä	
ጥያቄ	Ṭeyyaqé	
ጥይት	Ṭeyyet	
ጥጃ	Ṭejja	
ጥገት	Ṭeggät	
ጥገና	Ṭeggäna	
ጥገናዊ	Ṭeggänawi	
ጥገኛ	Ṭeggäñña	
ጥጉ	Ṭeggu	
ጥጋቡ	Ṭegabu	
ጥጋብ	Ṭegab	
ጥግ ነህ	ṬeggNäh	
ጥጥ	Ṭeṭ	
ጥፊ	Ṭeffi	
ጥፍር	Ṭefer	
ጥፍጥሬ	Ṭefṭeré	
ጦሊት	Ṭolit	
ጦማር	Ṭomar	
ጦረኛ	Ṭoräñña	
ጦር	Ṭor	
ጦርነት	Ṭorennät	
ጦሳ	Ṭosa	
ጦስ	Ṭos	
ጦስኝ	Ṭoseññ	
ጦቢያው	Ṭobbiyaw	
ጦይብ	Ṭoyeb	
ጦጢት	Ṭoṭit	
ጦጣ	Ṭoṭa	
ጧት	Ṭʷt	
ጧፌ	Ṭʷfé	
ጧፍ	Ṭʷf	
ጨለለቅቱ	Č̣äläläqtu	
ጨለማ	Č̣älläma	
ጨለንቆ	Č̣älänqo	
ጨሌ	Č̣ällé	
ጨመዳ	Č̣ämäda	
ጨረቃ	Č̣äräqa	
ጨረታ	Č̣äräta	
ጨርቃ ጨርቅ	Č̣ärqa-Č̣ärq	
ጨርቅ	Č̣ärq	
ጨርቆስ	Č̣ärqos	
ጨቄ	Č̣äwé	
ጨቅላ	Č̣äqla	
ጨቋኝ	Č̣äqqʷññ	
ጨበጣ	Č̣äbäṭa	
ጨቡዴ	Č̣äbbudé	
ጨቡድ	Č̣äbbud	
ጨብሲ	Č̣äbsi	
ጨብጥ	Č̣äbṭ	
ጨንቻ	Č̣änč̣a	
ጨንገር	Č̣ängär	
ጨካኝ	Č̣äkkaññ	
ጨዋ	Č̣äwa	
ጨዋቃ	Č̣äwwaqa	
ጨዌ	Č̣äwé	
ጨው	Č̣äw	
ጨጐጐት	Č̣ägogot	
ጨጓራ	Č̣äggʷrra	
ጨጨሆ	Č̣äč̣äho	
ጨጨብሳ	Č̣äč̣č̣äbsa	
ጨፋ	Č̣äffa	
ጨፌ	Č̣äffé	
ጨፍቄ	Č̣äffeqé	
ጩቅ	Č̣uq	
ጩቤ	Č̣ubé	
ጩፋ	Č̣ufa	
ጫላ	Č̣ala	
ጫልቱ	Č̣altu	
ጫልፊት	Č̣elfitt	
ጫማ	Č̣amma	
ጫሜ	Č̣ammé	
ጫሞ	Č̣amo	
ጫት	Č̣at	
ጫኔ	Č̣anné	
ጫን	Č̣an	
ጫን ያለው	Č̣ann-Yaläw	
ጫንቃ	Č̣anqa	
ጫንጮ	Č̣anč̣o	
ጫካ	Č̣akka	
ጫጉ	Č̣agu	
ጫጉላ	Č̣agula	
ጫጩት	Č̣ač̣utt	
ጫጫ	Č̣ač̣a	
ጫፍ	Č̣af	
ጭላሎ	Č̣elalo	
ጭላት	Č̣elat	
ጭላንጭል	Č̣elanč̣el	
ጭሌ	Č̣ollé	
ጭልጋ	Č̣elga	
ጭልፊት	Č̣elfitt	
ጭማቂ	Č̣emmaqi	
ጭምብስብስ	Č̣embesbes	
ጭምት	Č̣emmet	
ጭምጭምታ	Č̣emč̣emta	
ጭረት	Č̣erät	
ጭራ	Č̣era	
ጭራሮ	Č̣eraro	
ጭራቅ	Č̣eraq	
ጭሬ	Č̣erré	
ጭርት	Č̣ert	
ጭሮ አዳሪ	Č̣ero-Ädari	
ጭሰኛ	Č̣esäñña	
ጭስ	Č̣es	
ጭቁን	Č̣eqqun	
ጭቁኖች	Č̣eqqunočč	
ጭቁኝ	Č̣eqquññ	
ጭቃ	Č̣eqa	
ጭቅቅት	Č̣eqeqqet	
ጭቅና	Č̣eqqenna	
ጭቆና	Č̣eqqona	
ጭቡድ	Č̣äbbud	
ጭብሳ	Č̣ebsa	
ጭብኛ	Č̣esäñña	
ጭብጥ	Č̣ebbeṭ	
ጭብጦ	Č̣ebbeṭo	
ጭቦኛ	Č̣ebboñña	
ጭነት	Č̣enät	
ጭን	Č̣en	
ጭንቀት	Č̣enqät	
ጭንቅላት	Č̣enqellat	
ጭንቅሎ	Č̣enqello	
ጭንጋፍ	Č̣engaf	
ጭንጫ	Č̣enč̣a	
ጭኮ	Č̣ekko	
ጭዳ	Č̣eda	
ጭድ	Č̣ed	
ጭገር	Č̣egär	
ጭጉጉት	Č̣egogot	
ጭጋግ	Č̣egag	
ጭጐጐት	Č̣egogot	
ጭፍጨፋ	Č̣efč̣äfa	
ጮሌ	Č̣ollé	
ጮማ	Č̣oma	
ጮራ	Č̣orra	
ጮርቃ	Č̣orqa	
ጮርናቄ	Č̣ornaqqé	
ጮቄ	Č̣oqqé	
ጮቤ	Č̣obbé	
ጮጮ	Č̣oč̣č̣o	
ጰራቅሊጦስ	P̣äraqliṭos	
ጰንጠሌዎን	P̣änṭälléwon	
ጰንጠቆስጤ	P̣änṭäqosṭé	
ጲላጦስ	P̣ilaṭos	
ጳኩሚስ	P̣akumis	
ጳውሎስ	P̣awelos	
ጳጉሜ	P̣agumé	
ጳጳሳት	P̣ap̣p̣asat	
ጳጳስ	P̣ap̣p̣as	
ጴጥሮስ	P̣éṭros	
ጵጉሜ	P̣agimé	
ጸሀዩ	Ṣähäyu	
ጸሀዬ	Ṣähäyyé	
ጸሀይ	Ṣähäy	
ጸሀይ ነሽ	ṢähäyNäš	
ጸሀይቱ	Ṣähäytu	
ጸሀይነሽ	ṢähäyNäš	
ጸሀፊ	Ṣähäfi	
ጸህዩ	Ṣähäyu	
ጸሎተ	Ṣälotä-	
ጸሎት	Ṣälot	
ጸረ	Ṣärä-	
ጸበል	Ṣäbäl	
ጸናጽል	Ṣänaṣel	
ጸዋሬ	Ṣäwaré	
ጸደቀ	Ṣäddäqä	
ጸደይ	Ṣädäy	
ጸዱ	Ṣäddu	
ጸዳለ	Ṣädalä	
ጸዳል	Ṣädal	
ጸድዋ	Ṣädwa	
ጸገዴ	Ṣägädé	
ጸጉራም	Ṣäguram	
ጸጉር	Ṣägur	
ጸጋ	Ṣägga	
ጸጋዬ	Ṣäggyé	
ጸጸት	Ṣäṣät	
ጻህል	Ṣahl	
ጻድቁ	Ṣadequ	
ጻድቃን	Ṣadeqan	
ጻድቅ	Ṣadeq	
ጽሁፍ	Ṣehuf	
ጽህፈት	Ṣehfät	
ጽላተ	Ṣellatä-	
ጽላት	Ṣellat	
ጽልመት	Ṣelmät	
ጽርሀ አርያም	Ṣerhä-Äreyam	
ጽርእ	Ṣer'e	
ጽብረቃ	Ṣebräqa	
ጽንሰ	Ṣensä-	
ጽንስ	Ṣens	
ጽንፈ አርእድ	Ṣenfä-Äre'ed	
ጽንፍ	Ṣenf	
ጽዋ	Ṣewwa	
ጽዮናዊነት	Ṣeyonawinnät	
ጽዮን	Ṣeyon	
ጽጋዬ	Ṣäggayé	
ጽጌ ረዳ	ṢeggéRäda	
ጾመ	Ṣomä-	
ጾም	Ṣom	
ጾር	Ṣor	
ጾታ	Ṣota	
ፈለቀ	Fälläqä	
ፈለቀች	Fälläqäčč	
ፈለገ	Fälägä	
ፈለግ	Fäläg	
ፈሊጥ	Fäliṭ	
ፈላ ምላጭ	Fälla-Melač̣č̣	
ፈላስመን	Fälasmän	
ፈላስፋ	Fälasfa	
ፈላሻ	Fälaša	
ፈላጭ	Fälač̣	
ፈልዳሶ	Fäldasso	
ፈረሱላ	Färäsulla	
ፈረቃ	Färäqa	
ፈረንጅ	Färänj	
ፈረደ	Färrädä	
ፈሪሳዊ	Färisawi	
ፈሪሳውያን	Färisaweyan	
ፈር	Fär	
ፈርስ	Färs	
ፈርኦን	Fär'on	
ፈርካሳ	Furkasa	
ፈርጅ	Färj	
ፈርጣጭ	Färṭač̣	
ፈርጥ	Färṭ	
ፈሰሰ	Fässäsä	
ፈሰሴ	Fäsäsé	
ፈሰስ	Fäsäs	
ፈሳሽ	Fäsaš	
ፈስ	Fäs	
ፈቃደ	Fäqadä	
ፈቃዱ	Fäqadu	
ፈቃዷ	Fäqadʷ	
ፈቄ	Fäqqé	
ፈቅ ይበሉ	Fäqq-Yebälu	
ፈተና	Fätäna	
ፈታይ	Fätay	
ፈትለ	Fätlä	
ፈትል	Fätel	
ፈንታሌ	Fäntalé	
ፈንቴ	Fänté	
ፈንቴሳ	Fäntéssa	
ፈንዜ	Fänzé	
ፈንደለሌ	Fändälälé	
ፈንጋይ	Fängay	
ፈንጠዝያ	Fänṭäzeyya	
ፈንጣጣ	Fänṭaṭa	
ፈዋሽ	Fäwwaš	
ፈይሳ	Fäyyesa	
ፈዲስ	Fädis	
ፈጀቦ	Räjät	
ፈጋራ	Fägara	
ፈጠነ	Fäṭṭänä	
ፈጠጋር	Fäṭägar	
ፈጣሪ	Fäṭari	
ፈጣን	Fäṭṭan	
ፈጫይ	Fäč̣ay	
ፈፋ	Fäfa	
ፉርካሳ	Furkasa	
ፉቅራ	Fuqra	
ፉኝት	Fuññet	
ፉካ	Fuka	
ፉጋ	Fuga	
ፉጨት	Fuč̣ät	
ፊልጶስ	Filep̣os	
ፊልጾስ	Filep̣p̣os	
ፊሽካ	Fiška	
ፊቅ	Fiq	
ፊቅጦር	Fiqṭor	
ፊታውራሪ	Fitawrari	
ፊቼ	Fiččé	
ፊች	Fičče	
ፊና	Fina	
ፊንጨአ	Finč̣ä'ä	
ፊኛ	Fiñña	
ፊደሉ	Fidälu	
ፊደል	Fidäl	
ፊዳ	Fida	
ፋሪስ	Faris	
ፋሮ	Faro	
ፋሲለደስ	Fasilädäs	
ፋሲል	Fasil	
ፋሲካ	Fasika	
ፋስ	Fas	
ፋሶሊያ	Fasoliya	
ፋሻ	Fašša	
ፋሽሽታዊ	Fašeštawi	
ፋሽሽት	Fašešt	
ፋቂ	Faqi	
ፋብሪካ	Fabrika	
ፋብሪካዎች	Fabrikawočč	
ፋታ	Fata	
ፋኑስ	Fanus	
ፋኑኤል	Fanu'él	
ፋና	Fana	
ፋናዬ	Fanayé	
ፋንቱ	Fantu	
ፋንታ	Fanta	
ፋንታ ሁን	FantaHun	
ፋንታይ	Fantay	
ፋንድያ	Fandeyya	
ፋኖ	Fanno	
ፋኖሴ	Fanosé	
ፋኖስ	Fanos	
ፋይዳ	Fayda	
ፋጉሎ	Fagullo	
ፋጡማ	Faṭuma	
ፋጢማ	Faṭima	
ፋጤ	Faṭé	
ፋፋ	Faffa	
ፌሮ	Férro	
ፌሽታ	Féšta	
ፌቆ	Féqo	
ፌንጣ	Fénṭa	
ፌጦ	Féṭo	
ፍላቴ	Felaté	
ፍላጐት	Fellagot	
ፍላጻ	Felaṣṣa	
ፍል	Fel	
ፍልሚያ	Felmiya	
ፍልሰታ	Felsäta	
ፍልስጥኤም	Felesṭe'ém	
ፍልስፍና	Felsefenna	
ፍልቅልቅ	Feleqleq	
ፍልፈል	Felfäl	
ፍልፍሉ	Felfelu	
ፍልፍሏ	Felfelʷ	
ፍሩሽካ	Feruška	
ፍሪዳ	Ferida	
ፍራሽ	Feraš	
ፍራቻ	Feračča	
ፍራፍሬ	Feraferé	
ፍሬ	Feré	
ፍሬምናጦስ	Ferémnaṭos	
ፍሬአማ	Feré'ämma	
ፍሬው	Feréw	
ፍርሃት	Ferhat	
ፍርምባ	Feremba	
ፍርንትት	Ferentet	
ፍርንዱስ	Ferendus	
ፍርኩታ	Ferkutta	
ፍርክርክ	Ferekrek	
ፍርዱ	Ferdu	
ፍርድ	Ferd	
ፍርጃ	Ferja	
ፍርፋሪ	Fereffari	
ፍስሀ	Fesseha	
ፍስሀዬ	Fessehayyé	
ፍስክ	Fessek	
ፍቅረ	Feqrä-	
ፍቅሩ	Feqru	
ፍቅሬ	Feqré	
ፍቅርተ	Feqertä	
ፍቱን	Fetun	
ፍታዬ	Fettayé	
ፍትሀ	Fethä-	
ፍትሀት	Fethät	
ፍትህ	Feth	
ፍትወት	Fetwät	
ፍትዊ	Fetewwi	
ፍትፍት	Fetfet	
ፍቼ	Feččé	
ፍች	Fečč	
ፍናጅ	Fennaj	
ፍናፍንት	Fenafent	
ፍንዳታ	Fendata	
ፍንጃል	Fenjal	
ፍንጢጣ	Fenṭiṭṭa	
ፍንጣሪ	Feneṭṭari	
ፍንጥር	Fenṭer	
ፍንጭት	Fenč̣et	
ፍንፍኔ	Fenfenné	
ፍኖተ ሰላም	Fenotä-Sälam	
ፍየል	Feyyäl	
ፍዳ	Fedda	
ፍጅት	Fejjet	
ፍጆታ	Fejjota	
ፍግ	Feg	
ፍጡር	Feṭur	
ፍጥምጥም	Feṭemṭem	
ፍጥረታት	Feṭrätat	
ፍጥረት	Feṭrät	
ፍጥነት	Feṭnät	
ፍጹም	Feṣṣum	
ፍጻሜ	Feṣṣamé	
ፍጽም	Feṣṣum	
ፎሌ	Follé	
ፎቃቃ	Foqaqa	
ፎቅ	Foq	
ፎናና	Fonana	
ፎከታም	Fokätam	
ፎኩ	Fokku	
ፎዬ	Foyyé	
ፎገራ	Fogära	
ፎጣ	Foṭa	
ፏፏቴ	Fʷfʷté	
ፏፏቴ	Fʷfʷté	
ፓስተኛ	Postäñña	
